tin/1.7.4-20040111 ("Taransay") (UNIX) (Linux/2.4.25-grsec (i686)),2
Mailgate Web Server,13
Mozilla Thunderbird 0.6 (Macintosh/20040502),5
Gnus/5.09 (Gnus v5.9.0) Emacs/21.3,137
Gnus/5.09 (Gnus v5.9.0) Emacs/21.2,366
Gnus/5.110003 (No Gnus v0.3) Emacs/21.3,1
Newspost/2.1.1 (http,1
40tude_Dialog/2.0.7.1,15
slrn/0.9.8.0 (FreeBSD),55
Mozilla Thunderbird 0.7 (Windows/20040616),52
Microsoft Outlook Express 6.00.2800.1158,122
Mozilla/5.0 (Windows; U; Win98; en-US; rv,42
"Microsoft Outlook, Build 10.0.2627",36
Pegasus Mail for Windows (v4.12a),1
exmh version 2.5 01/15/2001 with nmh-1.0.4,3
40tude_Dialog/2.0.12.1pl,3
Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US;,688
"Gnus/5.1002 (Gnus v5.10.2) XEmacs/21.4 (Honest Recruiter, linux)",6
Hamster/2.0.5.1,1
Mozilla/5.0 (X11; U; OpenBSD i386; en-US; rv,3
XanaNews/1.15.8.4,2
slrn/0.9.7.4 (pl-1.4.3) (Linux/2.6.6 (i686)),6
Microsoft-Outlook-Express/6.00.2800.1409 Hamster-Fr/2.0.2.3(Stable;,33
Mozilla Thunderbird 0.5 (X11/20040306),169
Mozilla/5.0 (X11; U; OSF1 alpha; en-US; rv,1
ccMail Link to SMTP R8.31.00.5,5
"Microsoft Outlook, Build 10.0.4510",50
XanaNews/1.16.3.1,8
Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-US;,10
40tude_Dialog/2.0.10.1it,6
Pan/0.14.2.91 (As She Crawled Across the Table (Debian	GNU/Linux)),1
Gnus/5.1001 (Gnus v5.10.1) Emacs/21.3 (gnu/linux),3
Noworyta News Reader/2.9,1
"Opera M2/7.50 (Win32, build 3733)",3
tin/1.6.2-20030910 ("Pabbay") (UNIX) (Linux/2.6.4 (i686)),5
QUALCOMM Windows Eudora Version 5.2.0.4 (Beta),5
Mutt/1.4.1i,297
"Microsoft Outlook IMO, Build 9.0.2416 (9.0.2911.0)",22
40tude_Dialog/2.0.10.1,12
Xnews/05.08.12 Hamster/2.0.4.0,108
G2/0.1,13
Mozilla Thunderbird 0.7.2 (Windows/20040707),9
Opera7.23/Linux M2 build 518,2
Mutt/1.3.25i,4
Gnus/5.1006 (Gnus v5.10.6) Emacs/21.2 (gnu/linux),6
XPN/0.1.7 (The Next Generation),1
tin/1.7.2-20031002 ("Berneray") (UNIX) (Linux/2.4.23-grsec (i686)),1
VM 7.17 under 21.5  (beta17) "chayote" (+CVS-20040530) XEmacs Lucid,37
Webmail Mirapoint Direct 3.4.5-GR,4
XanaNews/1.16.1.2,1
XanaNews/1.16.1.3,1
KMail/1.5.4,22
MSN 9,3
KMail/1.5.3,1
Gnus/5.0808 (Gnus v5.8.8) XEmacs/21.4 (Military Intelligence (RC5,1
Gnus/5.110002 (No Gnus v0.2) Emacs/21.3.50 (gnu/linux),11
Mozilla Thunderbird 0.5 (X11/20040326),4
Mozilla 4.75 [en] (Windows NT 5.0; U),2
Mozilla 4.76i [en] (X11; U; AIX 4.3),4
Gnus/5.110002 (No Gnus v0.2) Hamster/2.0.4.0,12
MT-NewsWatcher/3.2 (PPC Mac OS X),21
Mozilla/5.0 (Windows; U; Win95; en-US; rv,10
Mozilla/5.0 (X11; U; Linux i686; en-GB; rv,4
nn/6.6.5+RFC1522,24
CommuniGate Pro WebUser Interface v.4.1.6,4
CommuniGate Pro WebUser Interface v.4.1.8,2
tin/1.6.2-20030910 ("Pabbay") (UNIX) (Linux/2.6.5 (i686)),13
tin/1.5.12-20020311 ("Toxicity") (UNIX) (Linux/2.4.24 (i686)),3
Mozilla/5.0 (X11; U; SunOS i86pc; en-US; rv,2
Gnus/5.1002 (Gnus v5.10.2) Emacs/21.3 (gnu/linux),17
Mozilla 4.5 [fr] (Win98; I),12
"Network Associates, Inc. Webshield SMTP, Version 4.5 MR1a",1
Gnus/5.0808 (Gnus v5.8.8) XEmacs/21.4 (Common Lisp),201
tin/1.5.8-20010221 ("Blue Water") (UNIX) (Linux/2.4.25 (i686)),1
Gnus/5.1003 (Gnus v5.10.3) Emacs/21.3.50 (gnu/linux),6
Mozilla/5.0 (X11; U; Linux i586; en-US;,7
Hamster/1.3.23.4,51
Mozilla 4.76 [en] (X11; U; SunOS 5.8 sun4u),1
Mozilla/5.0 (X11; U; SunOS sun4u; en-US;,1
Apple Mail (2.612),34
Pan/0.14.0 (I'm Being Nibbled to Death by Cats!),19
Mozilla Thunderbird 0.5 (X11/20040309),1
MT-NewsWatcher/3.3b1 (PPC Mac OS X),161
KMail/1.5,66
XPN/0.2.2 (The Best of Both Worlds),2
KMail/1.6,4
Opera7.23/FreeBSD M2 build 518,2
Mulberry/2.2.1 (Mac OS X),1
"Openwave WebEngine, version 2.8.11 (webedge20-101-194-20030622)",2
slrn/0.9.7.3 (HP-UX),2
Mozilla/5.0 (Windows; U; WinNT4.0; en-US; rv,3
"SnapperMail 1.9.2.01  by Snapperfish, www.snappermail.com",1
KMail [version 1.3.2],2
Hogwasher/3.1 (Carbon/OSX),4
Mozilla Thunderbird 0.7.1 (Macintosh/20040626),2
Mozilla/5.0 (Windows; U; WinNT4.0; de-AT; rv,11
Popup Memopad for Becky!2 Ver.0.02 Rev.2,10
Apple Mail (2.613),28
SquirrelMail/1.4.2,4
iPlanet Messenger Express 5.2 HotFix 1.14 (built Mar 18 2003),2
Mozilla Thunderbird 0.7a (X11/20040614),3
40tude_Dialog/2.0.10.1de,16
Mutt/1.5.6i,73
Bloomba 1.0 PR4-2,1
tin/1.4.6-20020816 ("Aerials") (UNIX) (Linux/2.4.20-13.8 (i686)),4
Mozilla 4.77 [en] (X11; U; SunOS 5.8 sun4u),16
tin/1.5.12-20020427 ("Sugar") (UNIX) (Linux/2.4.20-30.9bigmem,1
KMail/1.6.1,17
slrn/0.9.7.4 (Lin32),1
Mozilla/5.0 (X11; U; Linux i686; en-US; rv,818
Forte Agent 2.0/32.652,21
"Microsoft Office Outlook, Build 11.0.5510",62
QUALCOMM Windows Eudora Version 5.2.1,8
Internet Mail Service (5.5.2650.21),2
tin/1.6.2-20030910 ("Pabbay") (UNIX),4
Microsoft Outlook Express 5.00.2919.6600,1
Bloomba 1.0.4,30
Pan/0.14.2.91 (As She Crawled Across the Table (Debian GNU/Linux)),80
tin/1.7.1-20030918 ("Berneray") (UNIX) (Linux/2.4.20-12psmp (i686)),2
slrn/0.9.7.3 (Linux),3
Sylpheed version 0.9.8a-gtk2-20040109 (GTK+ 2.4.0; i686-pc-linux-gnu),1
VM 7.17 under 21.5  (beta17) "chayote" (+CVS-20040530) XEmacs,1
Mozilla 4.79 (Macintosh; U; PPC),13
Apple Mail (2.618),27
tin/1.5.12-20020311 ("Toxicity") (UNIX) (Linux/2.4.25 (i686)),11
Turnpike/6.02-S (<2ynxlix0rwxZirmldV9q6W1dmu>),2
Xnews/06.01.10 Hamster/2.0.0.1,4
Mozilla/5.0 (X11; U; Linux i686; fr; rv,11
slrn/0.9.7.4 (pl-1.4.3) (Linux/2.6.7 (i686)),10
Microsoft-Entourage/10.1.4.030702.0,4
Foxmail 4.2 [cn],1
Gnus/5.090008 (Oort Gnus v0.08) Emacs/21.2 (i386-redhat-linux-gnu),5
Mozilla 4.8C-SGI [en] (X11; U; IRIX64 6.5 IP27),1
<SMTP32 v991020>,1
Ximian Evolution 1.4.0,1
Ximian Evolution 1.4.6,21
Ximian Evolution 1.4.4,11
Ximian Evolution 1.4.5,46
Unison/1.0.2a,44
Mozilla/5.0 (X11; U; FreeBSD i386; en-US; rv,5
The Bat! (v1.60c) Personal,1
Internet Mail Service (5.5.2653.19),206
Mozilla 4.79 [en] (X11; U; Linux 2.6.5 i686),1
slrn/0.9.7.4 (Linux),249
tin/1.5.12-20020311 ("Toxicity") (UNIX) (Linux/2.4.27-pre2-k7,5
Evolution 1.5.9.2,1
Mutt/1.4.2i,23
Mozilla/5.0 (Windows; U; Windows NT 5.0; de-AT;,87
Yahoo Groups Message Poster,29
Mozilla Thunderbird 0.6 (X11/20040507),11
40tude_Dialog/2.0.12.1de,5
slrn/0.9.7.4 (FreeBSD),3
Jollino News 1.2.3.stella.alpha.centauri,2
XPN/0.1.8 (The Next Generation),1
Microsoft-Entourage/9.0.2509,1
KNode/0.6.1,7
MIME-tools 5.41 (Entity 5.404),2
Microsoft Outlook Express 6.00.2600.0000,5
Pan/0.14.2.91 (As She Crawled Across the Table),61
Mozilla/5.0 (X11; U; Linux ppc; en-US; rv,1
tin/1.4.5-20010409 ("One More Nightmare") (UNIX) (OSF1/V5.1,3
AVPKeeper 1.0,1
nn/6.6.3,4
nn/6.6.5,2
Turnpike/6.02-U (<vdU4z$tHbL+O9xgabqwUhpCbDc>),2
Mozilla 4.77 [en] (X11; U; Linux 2.2.19 i586),1
Mozilla/5.0 (Windows; U; Win98; de-DE;,1
tin/1.5.16-20030125 ("Bubbles") (UNIX),20
Thunderbird 0.6 (Windows/20040502),1
"Lotus Notes Release 6.5.1 January 21, 2004",6
The Bat! (v2.00.8) Personal,1
tin/1.5.12-20020311 ("Toxicity") (UNIX) (Linux/2.4.27-rc2-4gb,1
tin/1.6.2-20030910 ("Pabbay") (UNIX) (Linux/2.6.3 (i686)),9
"Microsoft Outlook, Build 10.0.4024",1
Microsoft-Entourage/11.0.0.040405,1
Mozilla/5.0 (Windows; U; Windows NT 5.1; de-AT;,21
Yarn for OS/2 v0.92,1
Gnus/5.0808 (Gnus v5.8.8) Emacs/20.7,3
IMP/PHP IMAP webmail program 2.2.6,1
Microsoft Outlook Express 6.00.2800.1158 Hamster-Fr/2.0.1.6 (0),1
KNode/0.7.90,2
Internet Messaging Program (IMP) 3.2.2,19
Gnus/5.1006 (Gnus v5.10.6) Emacs/21.3 (berkeley-unix),10
slrn/0.9.6.3 (Linux),11
Mozilla 4.79 [en] (WinNT; U),1
Mozilla/5.0 (X11; U; Linux i686; nl-NL; rv,1
Mozilla Thunderbird 0.7 (Macintosh/20040616),4
Earthlink Zoo Mail 1.0,2
Opera7.23/Win32 M2 build 3227,30
Mozilla 4.77 [en] (Windows NT 5.0; U),9
Xnews/5.04.25,188
Sylpheed version 0.8.9 (GTK+ 1.2.8; sparc-sun-solaris2.8),1
Sylpheed version 0.9.9 (GTK+ 1.2.10; i586-mandrake-linux-gnu),1
Internet Mail Service (5.5.2655.55),3
tin/1.4.6-20020816 ("Aerials") (UNIX) (NetBSD/1.6.1 (alpha)),2
Mozilla Thunderbird 0.6+ (Macintosh/20040415),5
slrn/0.9.5.7 (UNIX),12
Gnus/5.1006 (Gnus v5.10.6) Emacs/21.3.50 (gnu/linux),5
tin/1.7.4-20040225 ("Benbecula") (UNIX) (Linux/2.6.3 (i686)),5
slrn/0.9.7.4 (Win32),1
Mozilla 4.75 [de] (Windows NT 5.0; U),4
Gnus/5.1006 (Gnus v5.10.6) XEmacs/21.4 (Security Through,12
Mozilla/5.0 (Windows; U; Windows NT 5.1; es-ES;,6
Microsoft Outlook Express 6.00.2800.1106,17
Becky! ver. 2.00.03 with BkNews Plug-In ver. 2.0,13
Mozilla/5.0 (X11; U; Linux i686; en-US;,199
Pan/0.11.4 (Unix),8
Ximian Evolution 1.4.5 (1.4.5-7),22
SquirrelMail/1.4.0,3
Mozilla 4.74 [en] (Windows NT 5.0; U),36
Turnpike/6.02-S (<vLQZsFqq8NTjH8YsyGnNOZcyp9>),2
Pan/0.14.2 (This is not a psychotic episode. It's a,10
Opera7.22/Win32 M2 build 3221,3
Mozilla Thunderbird 0.5 (X11/20040208),113
Microsoft Outlook Express 5.50.4522.1200,1
Juno 5.0.33,8
Forte Agent 1.7/32.534,2
"Lotus Notes Release 5.0.11   July 24, 2002",1
Ximian Evolution 1.4.5 (1.4.5-7.fdr.0.1),2
slrn/0.9.7.4 (pl-1.4.3) (Linux/2.6.5 (i686)),10
Opera7.11/Linux M2 build 406,1
Mozilla/5.0 (Windows; U; WinNT4.0; en-US;,1
slrn/0.9.7.4 (pl-1.4.3) (Linux/2.4.24-ck1 (i686)),4
Xnews/06.08.25,5
Mozilla/5.0 (X11; U; SunOS sun4u; en-US; rv,3
KMail [version 1.4],1
Mozilla Thunderbird 0.6 (Windows/20040502),269
Mozilla Thunderbird 0.5 (X11/20040618),1
Mozilla 4.75 [en] (WinNT; U),1
"Microsoft Outlook IMO, Build 9.0.6604 (9.0.2911.0)",65
QUALCOMM Windows Eudora Light Version 3.0.6 (32),1
Microsoft Outlook Express 6.00.2800.1081,2
slrn/0.9.7.4 (Darwin),24
Mozilla/5.0 (X11; U; Linux i686; de-AT;,6
Halime (MacOSX)/1.0rc2b,5
Mutt/1.5.4i-ja.1,3
Mutt/1.4i,143
Pan/0.14.2 (This is not a psychotic episode. It's a cleansing,210
MicroPlanet-Gravity/2.60.2057 Hamster/2.0.0.1,2
tin/1.6.2-20030910 ("Pabbay") (UNIX) (Linux/2.6.7 (i686)),6
Microsoft Outlook Express Macintosh Edition - 5.01 (1630),1
Mozilla/5.0 (Windows; U; Windows NT 5.1; en; rv,7
slrn/0.9.7.4 (pl-1.4.3) (Linux/2.4.24-ck1 (i586)),26
Internet Messaging Program (IMP) 3.2.4-cvs,5
"Gnus/5.110002 (No Gnus v0.2) XEmacs/21.4 (Common Lisp, linux)",1
Thunderbird 0.6 (X11/20040512),1
Forte Agent 2.0/32.646,5
tin/1.6.1-20030807 ("Vatersay") (UNIX) (Linux/2.4.23 (i686)),3
Gnus/5.110003 (No Gnus v0.3) Emacs/21.2 (usg-unix-v),1
Mozilla/5.0 (Windows; U; Windows NT 5.0; fr-FR;,24
Mozilla Thunderbird 0.5 (X11/20040304),7
Mozilla/5.0 (Windows; U; Windows NT 5.2; en-US;,7
Unknown (No Version),2
Mozilla/5.0 (Windows; U; Windows NT 5.1; ru-RU;,2
Pan/0.13.0 (The whole remains beautiful),5
"Opera M2/7.51 (Win32, build 3798)",4
"Gnus/5.1006 (Gnus v5.10.6) XEmacs/21.5 (celeriac, windows-nt)",2
Mozilla/5.0 (Windows; U; Windows NT 5.1; nl-NL;,13
Sylpheed version 0.8.2claws (GTK+ 1.2.10; ),10
40tude_Dialog/2.0.11.1,7
"Lotus Notes Release 6.0 September 26, 2002",3
tin/1.7.4-20040225 ("Benbecula") (UNIX) (Linux/2.6.5-dx.1 (i686)),2
SquirrelMail/1.4.2-1,5
GWAVA Notification Service <v2.12>,1
Calibre - eCourier 3,1
MIME-tools 5.411 (Entity 5.404),2
Pluto/3.03g (RISC-OS/4.37) NewsHound/1.42,1
slrn/0.9.8.0 (NetBSD),1
eGroups-EW/0.82,29
webfrustration.com,2
Internet Mail Service (5.5.2656.59),7
Gnus/5.110002 (No Gnus v0.2) Emacs/21.2 (usg-unix-v),1
Microsoft Outlook Express 5.00.2919.6700,2
tin/1.4.3-20000502 ("Marian") (UNIX) (Linux/2.2.12-32smp (i686)),2
KMail/1.4.3,1
Sylpheed version 0.9.8claws (GTK+ 1.2.10; i586-mandrake-linux-gnu),4
Mutt/1.5.5i,3
Mozilla/5.0 (X11; U; Linux i686; fr-FR;,1
SquirrelMail (version 1.2.11),3
Mozilla 4.8 [en] (Windows NT 5.0; U),11
KMail/1.6.2,63
Mozilla Thunderbird 0.6 (X11/20040528),1
Gnus/5.0808 (Gnus v5.8.8) XEmacs/21.4 (Portable Code),1
Novell GroupWise Internet Agent 6.5.1,1
slrn/0.9.7.1 (Linux),5
MIME,3
tin/1.6.2-20030910 ("Pabbay") (UNIX) (SunOS/5.8 (sun4u)),2
Gnus/5.090013 (Oort Gnus v0.13) Emacs/21.2 (i686-pc-linux-gnu),86
Microsoft Outlook Express 6.00.2462.0000,1
Mozilla 4.79 [en] (X11; U; SunOS 5.7 sun4u),1
Mozilla Thunderbird 0.5 (X11/20040221),5
nail 10.5 4/27/03,1
Turnpike/6.02-M (<OtrFgKBdC8sYTvyQ8ln8O4Vwni>),1
MicroPlanet-Gravity/2.60.2060,1
tin/1.7.1-20030918 ("Berneray") (UNIX) (Linux/2.4.24-2psmp (i686)),2
slrn/0.9.7.4 (SunOS),3
ravmd/8.3.2,5
Mozilla Thunderbird 0.7.1 (X11/20040701),1
slrn/0.9.7.0 (FreeBSD),8
Mozilla Thunderbird 0.5b (Windows/20040204),2
"Gnus/5.1006 (Gnus v5.10.6) XEmacs/21.4 (Reasonable Discussion,",15
Mozilla 4.79 [en] (X11; U; SunOS 5.8 sun4u),2
Mutt/1.5.6+20040523i,20
tin/1.7.3-20031220 ("Taransay") (UNIX) (Linux/2.6.2 (i686)),1
tin/1.4.5-20010409 ("One More Nightmare") (UNIX) (SunOS/5.8,2
tin/1.4.5-20010409 ("One More Nightmare") (UNIX) (SunOS/5.9,1
Mozilla Thunderbird 0.7.1 (X11/20040708),1
Mozilla Thunderbird 0.5 (Windows/20040502),4
Sylpheed version 0.9.8a (GTK+ 1.2.10; i686-pc-linux-gnu),1
Microsoft-Entourage/10.0.0.1331,4
Atlas Mailer 2.0,3
QUALCOMM Windows Eudora Version 5.1,4
Mozilla Thunderbird 0.5 (X11/20040316),1
Pan/0.11.2 (Unix),5
Opera7.21/Win32 M2 build 3218,4
Loom/3.14 (http,10
"Microsoft Outlook, Build 10.0.6626",1
Mozilla/5.0 (Windows; U; Win98; en-US;,25
MT-NewsWatcher/3.4 (PPC Mac OS X),132
Mozilla/5.0 (X11; U; Linux i686; fr-FR; rv,47
Mozilla Thunderbird 0.5 (Macintosh/20040208),11
IncrediMail 2001 (1850928),1
Mozilla/5.0 (X11; U; NetBSD i386; en-US; rv,1
Apple Mail (2.609),13
Mozilla Thunderbird 0.7.1 (Windows/20040626),36
slrn/0.9.8.0 (CYGWIN_NT-5.1),11
Microsoft Outlook Express 6.00.2720.3000,5
Mozilla Thunderbird 0.5 (X11/20040411),1
"Gnus/5.1006 (Gnus v5.10.6) XEmacs/21.4 (Common Lisp, linux)",4
Foxmail 5.0 [cn],5
Xnews/L5,1
slrn/0.9.7.4 (pl-1.4.3) (Linux/2.4.25-lck1 (i686)),11
Apple Mail (2.552),1
Mozilla 4.79 [en]C-CCK-MCD {Nokia}  (Windows NT 5.0; U),1
Mozilla 4.78 [en] (Windows NT 5.0; U),12
XPN/0.2.5 (The Best of Both Worlds),1
Mozilla 4.77 [en] (X11; U; OSF1 V5.1 alpha),1
"Pineapple News 0.9.10 [PLAID BETA], BeOS (Intel) 5.0.3",1
QUALCOMM Windows Eudora Version 5.1.1,5
Mozilla Thunderbird 0.5 (X11/20040209),2
Microsoft Outlook Express 6.00.3790.0,2
MacSOUP/2.6 (unregistered for 178 days),2
Mozilla/5.0 (Macintosh; U; PPC Mac OS X Mach-O; en-US;,162
Becky! ver. 2.09.01 [en],10
tin/1.4.6-20020816 ("Aerials") (UNIX) (NetBSD/1.6.2_RC4 (alpha)),2
tin/1.4.6-20020816 ("Aerials") (UNIX) (NetBSD/1.6.2 (alpha)),2
Mutt/1.5.5.1i,13
Thoth/1.3.1 (Carbon/OS X),6
SquirrelMail (version 1.2.7),2
Mozilla 4.77 [en] (Win98; U),141
"Microsoft Outlook, Build 10.0.3416",1
Ximian Evolution 1.0.8 (1.0.8-9.7x.1),1
Mozilla 4.79 [en] (X11; U; Linux 2.4.23 i686),138
Mozilla 3.04 (WinNT; I),6
Internet Mail Service (5.5.2655.51),1
Mutt/1.4.2.1i,13
Mozilla Thunderbird 0.6 (X11/20040502),62
"Microsoft Outlook IMO, Build 9.0.2416 (9.0.2910.0)",26
Mozilla Thunderbird 0.5+ (Macintosh/20040213),4
Microsoft-Outlook-Express/6.00.2800.1158 Hamster-Fr/2.0.2.3(Stable;,29
VM 7.17 under 21.5  (beta17) "chayote" (+CVS-20040418) XEmacs Lucid,14
"Lotus Notes Release 5.0.12   February 13, 2003",6
Netscape Webmail,1
VM 7.17 under 21.5 (beta16) "celeriac" (+CVS-20040208) XEmacs Lucid,1
tin/1.5.11-20020130 ("Toxicity") (UNIX) (SunOS/5.8 (sun4u)),1
Gnus/5.09 (Gnus v5.9.0) Emacs/21.1,14
Gnus/5.0808 (Gnus v5.8.8) XEmacs/21.4 (Honest Recruiter),19
QUALCOMM Windows Eudora Version 5.2.0.9,13
tin/1.5.5-20000605 ("1959") (UNIX) (SunOS/5.8 (sun4u)),3
"Pineapple News 0.9.9 [PLAID BETA], BeOS (Intel) 5.1.0",1
Open WebMail 1.81 20021127,1
mPOP Web-Mail 2.19,8
"Gnus/5.1002 (Gnus v5.10.2) XEmacs/21.4 (Reasonable Discussion,",5
Gnus/5.09 (Gnus v5.9.0) Emacs/21.3.50,239
Mozilla Thunderbird 0.5 (Windows/20040312),3
MailCity Service,3
tin/1.6.0-20030714 ("Vatersay") (UNIX) (Linux/2.4.20-gentoo-r6,3
Mozilla Thunderbird 0.5 (X11/20040220),6
Mozilla 4.8 [en] (X11; U; Linux 2.4.20-4GB i686),2
Mozilla 4.75 [en] (X11; U; HP-UX B.10.20 9000/770),1
www.codecomments.com news gateway,1
tin/1.4.5-20010409 ("One More Nightmare") (UNIX),1
QUALCOMM Windows Eudora Version 6.0.0.22,1
Internet Mail Service (5.5.2654.89),2
Unison/1.0,11
tin/1.4.2-20000205 ("Possession") (UNIX),1
Mutt/1.5.4i,28
Mozilla Thunderbird 0.5 (Windows/20040207),672
QUALCOMM Windows Eudora Version 6.0.1.1,14
Mozilla Thunderbird 0.7 (X11/20040615),22
Mozilla/5.0 (Windows; U; Win95; en-CA;,2
"Opera M2/7.50 (Win32, build 3778)",2
Microsoft CDO for Exchange 2000,10
"Microsoft Outlook, Build 10.0.2616",5
Ximian Evolution 1.2.2 (1.2.2-4),1
"Gnus/5.110002 (No Gnus v0.2) XEmacs/21.4 (Rational FORTRAN, linux)",1
QUALCOMM Windows Eudora Version 6.0.3.0,2
Mutt/1.3.28i,14
Unison/1.0.2,7
tin/1.6.2-20030910 ("Pabbay") (UNIX) (Linux/2.6.6 (i686)),12
Ximian Evolution 1.2.2 (1.2.2-5),6
XPN/0.2.6 (The Best of Both Worlds),2
Gumbi 1.0,7
Vacation/1.2.5 http,1
MicroPlanet-Gravity/2.70.2061,13
Xnews/5.04.25 Hamster/2.0.0.1,14
Juno 4.0.11,1
VM 7.07 under 21.5  (beta9) "brussels sprouts" XEmacs Lucid,55
Forte Agent 1.93/32.576 English (American),5
Pan/0.13.4 (She had eyes like strange sins.),6
Evolution 1.5.8,5
Mozilla Thunderbird 0.6 (X11/20040521),1
Ximian Evolution 1.5.5,2
Mozilla/5.0 (Windows; U; Win98; cs-CZ; rv,3
Microsoft Outlook Express 6.00.2800.1409,76
MyNewsReader,2
tin/1.7.4-20040111 ("Taransay") (UNIX) (Linux/2.6.3-dx (i686)),1
tin/1.4.4-20000803 ("Vet for the Insane") (UNIX),1
Becky! ver. 2.00.03,2
StarScan,3
"Gnus/5.1002 (Gnus v5.10.2) XEmacs/21.4 (Common Lisp, linux)",2
Fbm Communication Server 3.0b5,1
Mozilla/5.0 (X11; U; Linux i686; de-AT; rv,6
XPN/0.3.0 (All Good Things...),2
Mutt/1.5.3i,3
Mozilla/5.0 (Windows; U; Windows NT 5.0; fr; rv,9
"Gnus/5.1002 (Gnus v5.10.2) XEmacs/21.4 (Portable Code,",4
Gnus/5.1006 (Gnus v5.10.6) Emacs/21.3 (gnu/linux),145
Mutt/1.5.5.1+cvs20040105i,104
The Bat! (v2.00.6)         CD5BF9353B3B7091,9
Mozilla 4.61 [en]C-CCK-MCD   (WinNT; I),1
tin/1.7.4-20040225 ("Benbecula") (UNIX) (Linux/2.4.23 (i686)),1
Mozilla/5.0 (Windows; U; Windows NT 5.0; PL; rv,2
